id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
33389304,Randomized Controlled Trial of a Video Gaming-Based Social Skills Program for Children on the Autism Spectrum,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33448337,Interventions for improving outcomes in patients with multimorbidity in primary care and community settings,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33493652,Philosophy for children and mindfulness during COVID-19: Results from a randomized cluster trial,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33580118,Ingestion of probiotic alters intestinal microbial structure and behavioral expression following social defeat stress,OUT_OF_SCOPE,preclinical,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33617699,Cognitive Behavioral Therapy for Anxiety in Parkinson's Disease,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33637005,Glutathione: An Old and Small Molecule with Great Functions and New Applications in the Brain and in Alzheimer's Disease,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
33710288,Efficacy of Active vs Sham Intermittent Theta Burst Transcranial Magnetic Stimulation for Patients With Bipolar Depression,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34167891,Neurophysiological effects of repetitive transcranial magnetic stimulation (rTMS) in treatment resistant depression,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34232578,"Depression, Anxiety, and Mother-Infant Bonding in Women Seeking Treatment for Postpartum Depression Before and During the COVID-19 Pandemic",OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34303786,Micronutrients for ADHD in Youths (MADDY),MAP,ADHD_pharma_RCT,MAP|MAP|MAP,N,Unanimous (MAP)
34315645,Apathy as a Treatment Target in Alzheimer's Disease: Implications for Clinical Trials,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34429535,The cognitive effect of anticholinergics for patients with overactive bladder,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34495285,Effect of Online 1-Day Cognitive Behavioral Therapy-Based Workshops Plus Usual Care vs Usual Care Alone for Postpartum Depression,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34560056,Clinical and therapeutic significance of genetic variation in the GRIN gene family encoding NMDARs,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34560319,CARTBIND study,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
34589203,Repetitive transcranial magnetic stimulation for major depressive disorder: basic principles and future directions,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35134647,Comparing tau status determined via plasma pTau181 pTau231 and [18F]MK6240 tau-PET,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35211743,Efficacy and Safety of Roluperidone for the Treatment of Negative Symptoms of Schizophrenia,UNCERTAIN,schizophrenia_pharma_RCT,UNCERTAIN|UNCERTAIN|OUT_OF_SCOPE,N,Majority 2:1 (UNCERTAIN vs OUT_OF_SCOPE)
35294262,Lack of Concordance in Symptomatic Adverse Event Reporting,OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35492244,Comprehensive cross-sectional and longitudinal analyses of plasma neurofilament light across FTD spectrum disorders,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35738244,The Effectiveness of 6 versus 12 Months of Dialectical Behavior Therapy for Borderline Personality Disorder,OUT_OF_SCOPE,non-pharmacological,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35759327,Cerebral amyloid angiopathy interacts with neuritic amyloid plaques to promote tau and cognitive decline,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
35860174,Neurocognitive functioning in bipolar disorder: What we know and what we don't,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
36201209,Association of Plasma and Cerebrospinal Fluid Alzheimer Disease Biomarkers with Race and the Role of Genetic Ancestry,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
36223114,Efficacy of Adjunctive D-Cycloserine to Intermittent Theta-Burst Stimulation for Major Depressive Disorder,MAP,depression_pharma_RCT,MAP|MAP|MAP,N,Unanimous (MAP)
36271873,Palliative care and end-of-life care in adults with malignant brain tumors,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
37014979,Pharmacological treatments for low back pain in adults: an overview of Cochrane Reviews,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
37210099,Safety and efficacy of valbenazine for the treatment of chorea associated with Huntington's disease (KINECT-HD),OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
37279301,Safety and Efficacy of Riluzole in Acute Spinal Cord Injury Study (RISCIS),OUT_OF_SCOPE,non-mental-health,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
37312361,Burnout in Urology: Findings from the 2016 AUA Annual Census,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
37321820,The Use of Tau PET to Stage Alzheimer Disease According to the Braak Staging Framework,OUT_OF_SCOPE,review,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
39087914,Relevance of genetic testing in the gene-targeted trial era: the Rostock Parkinson's disease study,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
39495531,Deferiprone in Alzheimer Disease,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
rank_887,Negative symptom dimensions of the positive and negative syndrome scale across geographical regions,OUT_OF_SCOPE,observational,OUT_OF_SCOPE|OUT_OF_SCOPE|OUT_OF_SCOPE,N,Unanimous (OUT_OF_SCOPE)
