id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
31735048,Patient and caregiver characteristics associated with caregiver burden in Parkinson's disease: a palliative care approach.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31786030,Efficacy and safety of adjunctive therapy using esketamine or racemic ketamine for adult treatment-resistant depression,OUT_OF_SCOPE,depression,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=UNCERTAIN | Majority (2/3)"
31806127,Risk Factors for Infections Involving Cardiac Implanted Electronic Devices.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31914218,Utility of the global CDR plus NACC FTLD rating and development of scoring rules,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31914223,Mild behavioral impairment is associated with beta-amyloid but not tau or neurodegeneration in cognitively intact elderly individuals.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31995132,Outcomes of Online Mindfulness-Based Cognitive Therapy for Patients With Residual Depressive Symptoms,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32040141,Comparison of Integrated Outpatient Palliative Care With Standard Care in Patients With Parkinson Disease and Related Disorders: A Randomized Clinical Trial.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32101271,Effects of Antipsychotic Medication on Brain Structure in Patients With Major Depressive Disorder and Psychotic Features,UNCERTAIN,depression,0/3,Y,"Votes: E1=OUT_OF_SCOPE, E2=UNCERTAIN, E3=MAP | 3-way split (MAP/OUT_OF_SCOPE/UNCERTAIN) -> UNCERTAIN (conservative)"
32134208,Efficacy of multidomain interventions to improve physical frailty depression and cognition.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32280099,Clinical and Bacterial Markers of Periodontitis and Their Association with Incident All-Cause and Alzheimer's Disease Dementia,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32347544,HIITing the brain with exercise: mechanisms consequences and practical recommendations.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32355269,Vulvodynia.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32445690,Minocycline and celecoxib as adjunctive treatments for bipolar depression: a multicentre factorial design randomised controlled trial.,OUT_OF_SCOPE,bipolar_mood,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32682954,Passive immunotherapies targeting Abeta and tau in Alzheimer's disease,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33103819,A ketogenic drink improves cognition in mild cognitive impairment: Results of a 6-month RCT.,UNCERTAIN,dementia,2/3,N,"Votes: E1=MAP, E2=UNCERTAIN, E3=UNCERTAIN | Majority (2/3)"
33279966,Depression dementia and immune dysregulation,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33554909,Mild Behavioral Impairment and Subjective Cognitive Decline Predict Cognitive and Functional Decline.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33587135,Effects of Tai Chi or Exercise on Sleep in Older Adults With Insomnia: A Randomized Clinical Trial.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33860614,Measures of resting state EEG rhythms for clinical trials in Alzheimer's disease: Recommendations of an expert panel,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33949763,Diagnostic criteria for apathy in neurocognitive disorders,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34212944,A critical overview of computational approaches employed for COVID-19 drug discovery,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34476868,European Stroke Organisation and European Academy of Neurology joint guidelines on post-stroke cognitive impairment,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34587384,Maintenance or Discontinuation of Antidepressants in Primary Care.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34878526,Stratified Care vs Stepped Care for Depression: A Cluster Randomized Clinical Trial.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34907394,A Delphi-method-based consensus guideline for definition of treatment-resistant depression for clinical trials.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34942085,Efficacy and safety of elexacaftor plus tezacaftor plus ivacaftor versus tezacaftor plus ivacaftor in people with cystic fibrosis,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34964367,First-in-Human Experience and Acute Procedural Outcomes Using a Novel Pulsed Field Ablation System,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35110300,Ketamine for the acute treatment of severe suicidal ideation: double blind randomised placebo controlled trial.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35150086,Effects of Vivifrail multicomponent intervention on functional capacity: a multicentre randomized controlled trial.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35311615,Clinician guidelines for the treatment of psychiatric disorders with nutraceuticals and phytoceuticals: WFSBP and CANMAT Taskforce,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35431912,Therapeutic Alliance and Rapport Modulate Responses to Psilocybin Assisted Therapy for Depression.,OUT_OF_SCOPE,depression,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=UNCERTAIN | Majority (2/3)"
35997729,Effect of Radiotherapy Alone vs Radiotherapy With Concurrent Chemoradiotherapy on Survival Without Disease Relapse in Patients With Low-risk Nasopharyngeal Carcinoma,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36094645,Association of Amyloid Reduction After Donanemab Treatment With Tau Pathology and Clinical Outcomes: TRAILBLAZER-ALZ,OUT_OF_SCOPE,dementia,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=MAP, E3=OUT_OF_SCOPE | Majority (2/3)"
36129719,Effectiveness of Standard Sequential Bilateral Repetitive Transcranial Magnetic Stimulation vs Bilateral Theta Burst Stimulation in Older Adults With Depression: The FOUR-D Randomized Noninferiority Clinical Trial.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36133318,Fatigue and cognitive impairment after COVID-19: A prospective multicentre study.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36202135,Clinical guidelines for the use of lifestyle-based mental health care in major depressive disorder: WFSBP and ASLM taskforce,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36740140,Single-dose psilocybin for a treatment-resistant episode of major depression: Impact on patient-reported depression severity anxiety function and quality of life.,OUT_OF_SCOPE,depression,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=UNCERTAIN, E3=OUT_OF_SCOPE | Majority (2/3)"
37039129,Evidence-based consensus guidelines for the management of catatonia,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
37582238,Integrative Oncology Care of Symptoms of Anxiety and Depression in Adults With Cancer: SIO-ASCO Guideline.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
37859748,Clinical safety and efficacy of allogenic human adipose mesenchymal stromal cells-derived exosomes in patients with mild to moderate Alzheimer's disease,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
38519618,Drug-resistant tuberculosis: a persistent global health concern.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
38754041,Management of Fatigue in Adult Survivors of Cancer: ASCO-SIO Guideline Update.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
38890531,Plasma extracellular vesicle tau and TDP-43 as diagnostic biomarkers in FTD and ALS,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
