id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
37763175,Systemic Inflammatory Response Index (SIRI) at Baseline Predicts Clinical Response for a Subset of Treatment-Resistant Bipolar Depressed Patients.,OUT_OF_SCOPE,non-Canadian; secondary analysis,OUT_OF_SCOPE:2,none,both screeners agree
37751242,Feasibility Study of Virtual Reality-Based Cognitive Behavioral Therapy for Patients With Depression: Protocol for an Open Trial and Therapeutic Intervention.,OUT_OF_SCOPE,non-Canadian; non-pharma; protocol,OUT_OF_SCOPE:2,none,both screeners agree
37748002,Changes of Serum C-Reactive Protein Level in Patients With Depressive Disorders After Treatment With Agomelatine Combined With Aerobic Exercise and Its Significance.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37746608,Force Profile as Surgeon-Specific Signature.,OUT_OF_SCOPE,not MH,OUT_OF_SCOPE:2,none,both screeners agree
37745479,Propofol for treatment resistant depression: A randomized controlled trial.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37735801,Examining Changes in Quality of Life as an Outcome Measure in Three Randomized Controlled Trials of Online Interventions That Included an Intervention for Hazardous Alcohol Use.,OUT_OF_SCOPE,secondary analysis; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
37734668,"Effect of Zishen pingchan granules combined with pramipexole on serum BDNF, IL-1β, IL-6, CRP, TNF-α levels in depressed patients with Parkinson's disease: Results of a randomized, double-blind, controlled study.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37711125,Efficacy of Low-dose Olanzapine in Combination with Sertraline on Negative Symptoms and Psychosocial Functioning in Schizophrenia: A Randomized Controlled Trial.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37708145,Emotional states affect steady state walking performance.,OUT_OF_SCOPE,not RCT; not MH treatment,OUT_OF_SCOPE:2,none,both screeners agree
37700038,Usefulness of mirtazapine and SSRIs in late-life depression: post hoc analysis of the GUNDAM study.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37697164,"L-Theanine adjunct to risperidone in the treatment of chronic schizophrenia inpatients: a randomized, double-blind, placebo-controlled clinical trial.",OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37680802,Clinical study on the effect of Bi-level positive airway pressure therapy on COPD complicated with Anxiety and Depression.,OUT_OF_SCOPE,non-Canadian; retrospective; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
37679030,Cognitive and psychiatric outcomes in the GALAXY trial: effect of anaesthesia in deep brain stimulation.,OUT_OF_SCOPE,non-Canadian; not MH primary,OUT_OF_SCOPE:2,none,both screeners agree
37674551,The efficacy of virtual reality exposure therapy for the treatment of alcohol use disorder among adult males: a randomized controlled trial comparing with acceptance and commitment therapy and treatment as usual.,OUT_OF_SCOPE,non-Canadian; non-pharma,OUT_OF_SCOPE:2,none,both screeners agree
37672238,Gabapentin Use Among Individuals Initiating Buprenorphine Treatment for Opioid Use Disorder.,OUT_OF_SCOPE,non-Canadian; observational,OUT_OF_SCOPE:2,none,both screeners agree
37663382,"Lavender (Lavandula angustifolia) syrup as an adjunct to standard care in patients with mild to moderate COVID-19: An open-label, randomized, controlled clinical trial.",OUT_OF_SCOPE,non-Canadian; not MH,OUT_OF_SCOPE:2,none,both screeners agree
38000472,Antidepressant effects of dexmedetomidine compared with ECT in patients with treatment-resistant depression.,OUT_OF_SCOPE,non-Canadian,OUT_OF_SCOPE:2,none,both screeners agree
37797350,Effect of Heartfulness meditation based integrative therapy on infertility outcomes: A retrospective case series evaluation.,OUT_OF_SCOPE,not RCT; not MH,OUT_OF_SCOPE:2,none,both screeners agree
