id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
32713772,Effects of a Humanoid Companion Robot on Dementia Symptoms and Caregiver Distress for Residents in Long-Term Care,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32731748,Identifying and measuring the common elements of naturalistic developmental behavioral interventions for autism spectrum disorder,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32785972,Nitric oxide is fundamental to neurovascular coupling in humans,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32898304,Education and training for preventing and minimizing workplace aggression directed toward healthcare workers,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32959455,Pregnancy and COVID-19: pharmacologic considerations,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32976204,Effect of two different pre-operative exercise training regimens before colorectal surgery on functional capacity,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33118052,Rapid and sustained decreases in suicidality following a single dose of ayahuasca among individuals with recurrent major depressive disorder,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33127241,The Mediating Effect of School Climate on Adolescent Mental Health: Findings From a Randomized Controlled Trial of a School-Wide Intervention,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33230025,Body dysmorphic disorder: a treatment synthesis and consensus,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33395981,A randomized controlled trial of alpha-rhythm EEG neurofeedback in posttraumatic stress disorder,OUT_OF_SCOPE,anxiety_trauma_ocd,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33574886,Effects of Basketball and Baduanjin Exercise Interventions on Problematic Smartphone Use and Mental Health among College Students,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33580033,One-year randomized trial comparing virtual reality-assisted therapy to cognitive-behavioral therapy for patients with treatment-resistant schizophrenia,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33616613,Effect of Telephone Cognitive Behavioral Therapy for Insomnia in Older Adults With Osteoarthritis Pain,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33813611,Evaluating cannabidiol (CBD) expectancy effects on acute stress and anxiety in healthy adults,OUT_OF_SCOPE,non_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
33828514,A Self-Compassion and Mindfulness-Based Cognitive Mobile Intervention (Serene) for Depression Anxiety and Stress,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34054677,Are the PHQ-9 and GAD-7 Suitable for Use in India? A Psychometric Analysis,OUT_OF_SCOPE,non_interventional,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34162446,Cannabidiol use and effectiveness: real-world evidence from a Canadian medical cannabis clinic,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34177633,Cannabis and Cognitive Functioning: From Acute to Residual Effects From Randomized Controlled Trials to Prospective Designs,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34291720,Finasteride for hair loss: a review,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34406350,Association of Atrial Fibrillation Burden With Health-Related Quality of Life After Atrial Fibrillation Ablation,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34496940,Machine-learning-based COVID-19 mortality prediction model and identification of patients at low and high risk of dying,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34515737,Effect of an Oncology Nurse-Led Primary Palliative Care Intervention on Patients With Advanced Cancer,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34574975,Longitudinal Relationships between Nomophobia Addictive Use of Social Media and Insomnia in Adolescents,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34615849,Barriers to clinical adoption of pharmacogenomic testing in psychiatry: a critical analysis,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34730821,Collaboration With People With Lived Experience of Mental Illness to Reduce Stigma and Improve Primary Care Services: A Pilot Cluster Randomized Clinical Trial,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34744825,Study Protocol for Psilocybin as a Treatment for Anorexia Nervosa: A Pilot Study,OUT_OF_SCOPE,protocol,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34802112,Cannabis-Based Medicines and Medical Cannabis for Chronic Neuropathic Pain,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34807255,Educating Outpatients for Bowel Preparation Before Colonoscopy Using Conventional Methods vs Virtual Reality Videos,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
34958021,Impact of 40 Hz Transcranial Alternating Current Stimulation on Cerebral Tau Burden in Patients with Alzheimer's Disease: A Case Series,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35121669,Cognitive reserve and mild cognitive impairment,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35356856,Current Concepts of Mixed Pathologies in Neurodegenerative Diseases,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35483649,Serotonergic psychedelic drugs LSD and psilocybin reduce the hierarchical differentiation of unimodal and transmodal cortex,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35811518,Precision Medicine Approach to Alzheimer's Disease: Successful Pilot Project,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35900217,WFSBP guidelines for treatment of anxiety obsessive-compulsive and posttraumatic stress disorders - Version 3 Part II: OCD and PTSD,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
35969390,Framework for Clinical Trials in Cerebral Small Vessel Disease (FINESSE): A Review,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36115362,Clinical characterisation of patients in the post-acute stage of anti-NMDA receptor encephalitis: a prospective cohort study,OUT_OF_SCOPE,non_interventional,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36368186,Treatment-resistant OCD: Pharmacotherapies in adults,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36517479,Optimal deep brain stimulation sites and networks for stimulation of the fornix in Alzheimer's disease,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36580558,Effects of a 12-week Vivifrail exercise program on intrinsic capacity among frail cognitively impaired community-dwelling older adults,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36641605,Establishing Clinically Meaningful Change on Outcome Assessments Frequently Used in Trials of Mild Cognitive Impairment Due to Alzheimer's Disease,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
36927882,Deep Brain Stimulation of the Anterior Nucleus of the Thalamus in Drug-Resistant Epilepsy in the MORE Multicenter Patient Registry,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
37296309,Meta-analytic prevalence of comorbid mental disorders in individuals at clinical high risk of psychosis,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
37353280,Palliative care to support the needs of adults with neurological disease,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
38359838,Psilocybin-assisted psychotherapy for treatment resistant depression: A randomized clinical trial evaluating repeated doses of psilocybin,MAP,depression,3,N,"Votes: E1=MAP, E2=MAP, E3=MAP | Unanimous agreement"
