"id","title","decision","category","confidence","notes"
"","Safety, tolerability, and pharmacokinetics of Brexpiprazole following single oral dosing in healthy Japanese adult male volunteers: A randomized, double-blind, placebo-controlled study","OUT_OF_SCOPE","no_mh_disorder","high","Phase 1 PK study of brexpiprazole in healthy Japanese volunteers; pharmacological; but no diagnosed MH disorder; not Canadian site (Japan); healthy volunteers"
"","Use of Antipsychotic Medications in Non-Substance-Related Delirium-the Gap Between Research Findings and Clinical Practices","OUT_OF_SCOPE","review","high","Review of antipsychotic use in delirium; not an RCT"
"","Correction to: Problem Management Plus (PM+) in the treatment of common mental disorders in women affected by gender-based violence and urban adversity in Kenya; study protocol","OUT_OF_SCOPE","correction","high","Correction to a protocol paper for Kenya-based study; not an RCT with results"
"","A review of the effect of exercise on patients with advanced cancer","OUT_OF_SCOPE","review","high","Review of exercise interventions in advanced cancer; not an RCT"
"","Pharmacotherapy for bipolar disorder in older people","OUT_OF_SCOPE","protocol_review","high","Cochrane review protocol for pharmacotherapy in elderly bipolar disorder; not an RCT; protocol for a review"
"29172850","Study on epidemiology of cognitive dysfunction after stroke in the population over the age of 45 in Inner Mongolia","OUT_OF_SCOPE","non_canadian","high","Epidemiological study of post-stroke cognitive dysfunction in Inner Mongolia China; not Canadian; not an RCT"
"","Neuromodulation in Anorexia Nervosa","OUT_OF_SCOPE","review","high","Review chapter on neuromodulation in anorexia nervosa; not an RCT"
"","General practitioners tackle complex addictions: How complex interventions can assist in dealing with addiction","OUT_OF_SCOPE","review","high","Review/commentary on complex interventions for addiction in primary care; not an RCT"
"","Mindfulness-based therapy and heart health","OUT_OF_SCOPE","review","high","Review of mindfulness-based therapy for cardiovascular health; not an RCT"
"","Pharmacologic and Clinical Principles of Adjunct Analgesia","OUT_OF_SCOPE","non_mh_disorder","high","Review of adjunct analgesia in veterinary medicine; animal/veterinary; not MH disorder; not human"
"","Corrigendum: Confused connections? Targeting white matter to address treatment resistant schizophrenia","OUT_OF_SCOPE","correction","high","Corrigendum/correction to a review article on white matter in schizophrenia; Canadian (CIHR funded); not an RCT"
"","Photobiomodulation: A novel approach to treating Alzheimer's disease","OUT_OF_SCOPE","review","high","Review of photobiomodulation for Alzheimer's disease; not an RCT"
"31545636","Affinity Between Us: Examining How Psychopathic Traits Influence the Stigmatization of Psychiatric Disorders","OUT_OF_SCOPE","non_rct","high","Cross-sectional survey study on psychopathic traits and stigma; not an RCT; not pharmacological"
"","A study to assess the effectiveness of cognitive stimulation therapy with reference to cognitive level among patient with dementia in selected rehabilitation center of pune district","OUT_OF_SCOPE","non_canadian","high","Cognitive stimulation study for dementia; Pune India; non-pharmacological; not Canadian"
"","Effects of self-control training on emotional wellbeing and opioid craving among men with opioid use disorder","OUT_OF_SCOPE","non_canadian","high","Quasi-experimental study of self-control training for opioid use disorder; Tehran Iran; non-pharmacological; not Canadian"
"","Effects of positive psychological intervention on parkinson's disease patients complicated with depression and cognitive dysfunction","OUT_OF_SCOPE","non_canadian","high","RCT of positive psychological intervention for PD with depression; Chinese site; non-pharmacological; not Canadian"
"","Nocebo effect in patients with adverse drug reactions: The role of emotion regulation","OUT_OF_SCOPE","non_rct","high","Observational study of nocebo effect and emotion regulation in ADR patients; not an RCT; not Canadian"
"","The biopsychosocial model in chronic low back pain","OUT_OF_SCOPE","non_mh_disorder","high","Review of biopsychosocial model for chronic low back pain; not MH disorder; not an RCT"
"","Effects of celecoxib on electroconvulsive therapy-induced cognitive impairment in patients with major depressive disorder: A pilot, double-blind, placebo-controlled trial","OUT_OF_SCOPE","non_canadian","high","Pilot RCT of celecoxib for ECT-induced cognitive impairment in MDD; pharmacological; MH disorder; but no Canadian site indicated (appears Iranian based on author names)"
"","Affectively biased competition: Sustained attention is tuned to rewarding expressions and is not modulated by norepinephrine receptor gene variant","OUT_OF_SCOPE","non_rct","high","EEG study of emotional attention and norepinephrine gene variant; not an RCT; not MH disorder treatment"
"","Effects of the Nicotinic Partial Agonist Varenicline on Smoking Lapse Behaviour in Schizophrenia","UNCERTAIN","potential_map","medium","Double-blind placebo-controlled crossover study of varenicline on smoking lapse in schizophrenia; Canadian Journal of Addiction; George TP (CAMH Toronto); pharmacological (varenicline); MH population (schizophrenia); Canadian PI; but primary target is smoking behavior not MH treatment; small sample (n=28)"
"","Periodic Time Series Data Classification by Deep Neural Network","OUT_OF_SCOPE","non_mh_disorder","high","Computer science paper on CNN classification of periodic time series data; not MH; not an RCT"
"31429487","On estimands arising from misspecified semiparametric rate-based analysis of recurrent episodic conditions","OUT_OF_SCOPE","methodology","high","Statistical methodology paper on recurrent event analysis; not an RCT"
"","Positive Self-Imagery May Not Always Be Positive: Examining the Impact of Positive and Negative Self-Imagery in Social Anxiety","OUT_OF_SCOPE","non_pharmacological","high","Experimental lab study of self-imagery in social anxiety; non-pharmacological; not a clinical RCT"
"","Use of digital technology and mobile applications to treat anxiety disorders","OUT_OF_SCOPE","review","high","Review chapter on digital technology for anxiety disorders; not an RCT"
"","Acceptability of exercise as an adjunct to repetitive transcranial magnetic stimulation for treatment-resistant depression: A patient-oriented collaboration study","OUT_OF_SCOPE","non_pharmacological","high","Cross-sectional survey of exercise acceptability with rTMS for depression; Canadian; non-pharmacological; not an RCT"
"","Medicines for bipolar disorder in older people","OUT_OF_SCOPE","protocol_review","high","Cochrane review protocol for pharmacotherapy in elderly bipolar disorder; not an RCT; protocol for a review"
"","Novel therapeutic drug targets for bipolar disorder","OUT_OF_SCOPE","review","high","Review of novel drug targets for bipolar disorder; not an RCT"
"","Rationale of the potential role of lithium in the antiaging arena","OUT_OF_SCOPE","review","high","Review of lithium's potential anti-aging properties; not an RCT"
"34986935","Persistent and Emergent Clinical Sequelae of Mild COVID-19","OUT_OF_SCOPE","review","high","Literature review of mild COVID-19 clinical sequelae; not an RCT; not MH disorder"
"","Assessment of the quality of life in elderly patients with osteoarthritis during the treatment of chronic pain with transdermal buprenorphine","OUT_OF_SCOPE","non_mh_disorder","high","RCT of transdermal buprenorphine for osteoarthritis pain; not MH disorder; not Canadian"
"","Evidence Of Delayed, Recursive Benefits Of Self-Affirmation On Anxiety In Socially Anxious University Students","OUT_OF_SCOPE","non_pharmacological","high","Study of self-affirmation intervention on social anxiety; Canadian; non-pharmacological; not an RCT of pharmacological treatment"
"33756209","Heme oxygenase-1 in blood and saliva during acute psychosis: A pilot study","OUT_OF_SCOPE","observational","high","Cross-sectional pilot biomarker study in psychosis; Canadian (Montreal); observational; not an RCT"
"","Effects of Clozapine on Neurocognitive Functions in Schizophrenia: A Naturalistic Comparison to Non-clozapine Antipsychotics","OUT_OF_SCOPE","observational","high","Naturalistic (observational) cross-sectional comparison of clozapine vs other antipsychotics on cognition; not an RCT"
"","Outcome Measures and Metrics in Systemic Lupus Erythematosus","OUT_OF_SCOPE","non_mh_disorder","high","Book on SLE outcome measures; not MH disorder; not an RCT"
"","A group-based chronic pain intervention using the Unlearn Your Pain method: A retrospective one-arm cohort study","OUT_OF_SCOPE","non_pharmacological","high","Retrospective one-arm cohort study of pain intervention; Canadian military/veterans; non-pharmacological; not an RCT; not MH disorder"
"34375362","Effect of electroencephalography-guided anesthesia on neurocognitive disorders in elderly patients undergoing major non-cardiac surgery: A trial protocol the POEGEA trial","OUT_OF_SCOPE","non_mh_disorder","high","Protocol for EEG-guided anesthesia RCT; Canadian (Montreal); not MH disorder (postoperative NCD); not pharmacological MH intervention; protocol without results"
"","Depression in the elderly and psychobiotics","OUT_OF_SCOPE","review","high","Review of psychobiotics for geriatric depression; not an RCT"
"","Unstructured Group Support Enhances Compliance to Pharmacological Treatment by Improving Social Cognition in Patients with Bipolar Disorder: A Pilot fMRI Study","OUT_OF_SCOPE","non_canadian","high","Pilot RCT of unstructured group support in bipolar disorder; Chinese site; non-pharmacological intervention (UGS); not Canadian"
